Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Hospital overall rating,Mortality national comparison,Safety of care national comparison,Readmission national comparison,Patient experience national comparison,Effectiveness of care national comparison,Timeliness of care national comparison,Efficient use of medical imaging national comparison,lat,lon
241370,ST GABRIELS HOSPITAL,815 SOUTHEAST SECOND STREET,LITTLE FALLS,MN,56345,MORRISON,(320) 632-5441,Critical Access Hospitals,Voluntary non-profit - Private,True,3,Not Available,Not Available,Below the national average,Above the national average,Not Available,Above the national average,Same as the national average,46.0,-94.4
100209,KENDALL REGIONAL MEDICAL CENTER,11750 BIRD RD,MIAMI,FL,33175,MIAMI-DADE,(305) 223-3000,Acute Care Hospitals,Proprietary,True,2,Above the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Not Available,25.74,-80.41
010001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,(334) 793-8701,Acute Care Hospitals,Government - Hospital District or Authority,True,2,Below the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,31.15,-85.41
390065,GETTYSBURG HOSPITAL,147 GETTYS STREET,GETTYSBURG,PA,17325,ADAMS,(717) 334-2121,Acute Care Hospitals,Voluntary non-profit - Other,True,4,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,39.8,-77.2
230105,MCLAREN NORTHERN MICHIGAN,416 CONNABLE AVE,PETOSKEY,MI,49770,EMMET,(231) 487-4000,Acute Care Hospitals,Voluntary non-profit - Other,True,5,Same as the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,45.3,-84.9
070002,ST FRANCIS HOSPITAL & MEDICAL CENTER,114 WOODLAND STREET,HARTFORD,CT,6105,HARTFORD,(860) 714-4000,Acute Care Hospitals,Voluntary non-profit - Church,True,4,Same as the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Above the national average,41.78,-72.7
360096,EAST LIVERPOOL CITY HOSPITAL,425 WEST 5TH STREET,EAST LIVERPOOL,OH,43920,COLUMBIANA,(330) 385-7200,Acute Care Hospitals,Voluntary non-profit - Private,True,4,Above the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Above the national average,Same as the national average,40.68,-80.59
050704,MISSION COMMUNITY HOSPITAL,14850 ROSCOE BLVD,PANORAMA CITY,CA,91402,LOS ANGELES,(818) 904-3100,Acute Care Hospitals,Voluntary non-profit - Private,False,4,Above the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Not Available,34.23,-118.44
501325,FORKS COMMUNITY HOSPITAL,530 BOGACHIEL WAY,FORKS,WA,98331,CLALLAM,(360) 374-6271,Critical Access Hospitals,Government - Hospital District or Authority,True,3,Not Available,Not Available,Same as the national average,Not Available,Not Available,Above the national average,Same as the national average,47.9,-124.3
490037,RIVERSIDE SHORE MEMORIAL HOSPITAL,20480 MARKET STREET,ONANCOCK,VA,23417,ACCOMACK,(757) 414-8000,Acute Care Hospitals,Voluntary non-profit - Private,True,3,Same as the national average,Not Available,Same as the national average,Same as the national average,Below the national average,Above the national average,Same as the national average,37.8,-75.8
140077,TOUCHETTE REGIONAL HOSPITAL INC,5900 BOND AVENUE,CENTREVILLE,IL,62207,ST. CLAIR,(618) 332-3060,Acute Care Hospitals,Voluntary non-profit - Private,True,3,Not Available,Not Available,Same as the national average,Not Available,Same as the national average,Same as the national average,Not Available,38.58,-90.12
181329,SAINT JOSEPH BEREA,305 ESTILL STREET,BEREA,KY,40403,MADISON,(859) 986-6500,Critical Access Hospitals,Voluntary non-profit - Private,True,5,Same as the national average,Not Available,Above the national average,Above the national average,Not Available,Not Available,Same as the national average,37.6,-84.3
500088,VALLEY MEDICAL CENTER,400 S 43RD ST,RENTON,WA,98055,KING,(425) 228-3450,Acute Care Hospitals,Government - Hospital District or Authority,True,5,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,Above the national average,47.45,-122.2
520062,OCONOMOWOC MEMORIAL HOSPITAL,791 E SUMMIT AVE,OCONOMOWOC,WI,53066,WAUKESHA,(262) 569-9400,Acute Care Hospitals,Voluntary non-profit - Private,True,4,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,43.1,-88.5
151309,ST VINCENT CLAY HOSPITAL INC,1206 E NATIONAL AVE,BRAZIL,IN,47834,CLAY,(812) 442-2500,Critical Access Hospitals,Voluntary non-profit - Private,True,3,Same as the national average,Not Available,Same as the national average,Not Available,Same as the national average,Same as the national average,Same as the national average,39.5,-87.1
490090,"SOUTHSIDE COMMUNITY HOSPITAL, INC",800 OAK STREET,FARMVILLE,VA,23901,PRINCE EDWARD,(434) 392-8811,Acute Care Hospitals,Voluntary non-profit - Other,True,4,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,37.3,-78.4
110124,WAYNE MEMORIAL HOSPITAL,865 SOUTH FIRST STREET,JESUP,GA,31545,WAYNE,(912) 530-3302,Acute Care Hospitals,Government - Hospital District or Authority,True,3,Same as the national average,Above the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,31.7,-82.0
330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,BRONX,(718) 920-4321,Acute Care Hospitals,Voluntary non-profit - Private,True,1,Above the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,40.88,-73.87
161348,CLARKE COUNTY HOSPITAL,800 S FILLMORE ST,OSCEOLA,IA,50213,CLARKE,(641) 342-2184,Critical Access Hospitals,Voluntary non-profit - Other,True,3,Not Available,Not Available,Below the national average,Not Available,Not Available,Above the national average,Same as the national average,41.0,-93.8
050425,KAISER FOUNDATION HOSPITAL - SACRAMENTO,2025 MORSE AVENUE,SACRAMENTO,CA,95825,SACRAMENTO,(916) 973-5000,Acute Care Hospitals,Voluntary non-profit - Private,True,3,Same as the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Not Available,Not Available,38.59,-121.41
420033,PRISMA HEALTH GREER MEMORIAL HOSPITAL,830 SOUTH BUNCOMBE ROAD,GREER,SC,29650,GREENVILLE,(864) 848-8200,Acute Care Hospitals,Voluntary non-profit - Private,True,5,Same as the national average,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,34.9,-82.27
050102,DOCTORS HOSPITAL OF RIVERSIDE,3865 JACKSON STREET,RIVERSIDE,CA,92503,RIVERSIDE,(951) 688-2211,Acute Care Hospitals,Voluntary non-profit - Private,True,1,Same as the national average,Same as the national average,Below the national average,Below the national average,Below the national average,Below the national average,Same as the national average,33.9,-117.45
220108,BETH ISRAEL DEACONESS HOSPITAL-MILTON INC,199 REEDSDALE ROAD,MILTON,MA,2186,NORFOLK,(617) 696-4600,Acute Care Hospitals,Government - Federal,True,3,Above the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,42.24,-71.08
230241,ASCENSION RIVER DISTRICT HOSPITAL,4100 RIVER RD,EAST CHINA,MI,48054,ST. CLAIR,(810) 329-7111,Acute Care Hospitals,Government - Hospital District or Authority,False,4,Same as the national average,Not Available,Above the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,42.77,-82.54
120014,WILCOX MEMORIAL HOSPITAL,3-3420 KUHIO HIGHWAY,LIHUE,HI,96766,KAUAI,(808) 245-1103,Acute Care Hospitals,Government - Federal,True,4,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,25.0,-169.0
490141,SPOTSYLVANIA REGIONAL MEDICAL CENTER,4600 SPOTSYLVANIA PARKWAY,FREDERICKSBURG,VA,22408,SPOTSYLVANIA,(540) 498-4000,Acute Care Hospitals,Proprietary,True,3,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Above the national average,Above the national average,38.2,-77.4
170142,"ASCENSION VIA CHRISTI HOSPITAL MANHATTAN, INC",1823 COLLEGE AVE,MANHATTAN,KS,66502,RILEY,(785) 776-2831,Acute Care Hospitals,Voluntary non-profit - Church,True,3,Below the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,39.2,-96.6
330096,JONES MEMORIAL HOSPITAL,191 NORTH MAIN STREET,WELLSVILLE,NY,14895,ALLEGANY,(585) 593-1100,Acute Care Hospitals,Voluntary non-profit - Private,True,1,Below the national average,Not Available,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,42.1,-77.9
050228,ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA CTR,1001 POTRERO AVENUE,SAN FRANCISCO,CA,94110,SAN FRANCISCO,(415) 206-8000,Acute Care Hospitals,Government - Local,True,1,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,37.75,-122.42
100276,BROWARD HEALTH CORAL SPRINGS,3000 CORAL HILLS DR,CORAL SPRINGS,FL,33065,BROWARD,(954) 344-3000,Acute Care Hospitals,Government - Hospital District or Authority,True,1,Same as the national average,Below the national average,Below the national average,Below the national average,Above the national average,Same as the national average,Not Available,26.27,-80.26
030114,ORO VALLEY HOSPITAL,1551 EAST TANGERINE ROAD,ORO VALLEY,AZ,85755,PIMA,(520) 901-3549,Acute Care Hospitals,Proprietary,True,3,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,32.47,-110.98
390192,TYLER MEMORIAL HOSPITAL,5950 STATE ROUTE 6 WEST,TUNKHANNOCK,PA,18657,WYOMING,(570) 836-2161,Acute Care Hospitals,Proprietary,True,5,Same as the national average,Not Available,Above the national average,Above the national average,Same as the national average,Same as the national average,Not Available,41.5,-75.9
050573,EISENHOWER MEDICAL CENTER,39-000 BOB HOPE DRIVE,RANCHO MIRAGE,CA,92270,RIVERSIDE,(760) 340-3911,Acute Care Hospitals,Proprietary,True,4,Same as the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Below the national average,Below the national average,33.78,-116.43
390330,ST LUKE'S HOSPITAL - MONROE CAMPUS,100 ST LUKE'S LANE,STROUDSBURG,PA,18360,MONROE,(272) 212-1000,Acute Care Hospitals,Voluntary non-profit - Private,True,4,Same as the national average,Same as the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,41.0,-75.3
111313,PUTNAM GENERAL HOSPITAL,101 LAKE OCONEE PARKWAY,EATONTON,GA,31024,PUTNAM,(706) 485-2711,Critical Access Hospitals,Government - Hospital District or Authority,True,3,Not Available,Not Available,Same as the national average,Not Available,Same as the national average,Same as the national average,Not Available,33.3,-83.3
230058,MUNSON HEALTHCARE GRAYLING HOSPITAL,1100 E MICHIGAN AVE,GRAYLING,MI,49738,CRAWFORD,(989) 348-5461,Acute Care Hospitals,Voluntary non-profit - Church,True,4,Same as the national average,Below the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,44.7,-84.6
